Driver,Lap Number,Lap Time,Position,Time,Sector 1,Sector 2,Sector 3
BOR,29.0,0 days 00:01:31.329000,14.0,0 days 02:02:39.354000,0 days 00:00:32.451000,0 days 00:00:19.079000,0 days 00:00:39.799000
BOR,30.0,0 days 00:01:31.146000,14.0,0 days 02:04:10.500000,0 days 00:00:32.456000,0 days 00:00:19.054000,0 days 00:00:39.636000
BOR,31.0,0 days 00:01:30.446000,14.0,0 days 02:05:40.946000,0 days 00:00:32.239000,0 days 00:00:18.913000,0 days 00:00:39.294000
BOR,32.0,0 days 00:01:29.830000,14.0,0 days 02:07:10.776000,0 days 00:00:31.969000,0 days 00:00:18.924000,0 days 00:00:38.937000
BOR,33.0,0 days 00:02:10.326000,13.0,0 days 02:09:21.102000,0 days 00:00:32.229000,0 days 00:00:26.932000,0 days 00:01:11.165000
BOR,34.0,0 days 00:02:04.556000,13.0,0 days 02:11:25.658000,0 days 00:00:46.489000,0 days 00:00:29.834000,0 days 00:00:48.233000
BOR,35.0,0 days 00:02:12.146000,13.0,0 days 02:13:37.804000,0 days 00:00:42.282000,0 days 00:00:34.853000,0 days 00:00:55.011000
BOR,36.0,,13.0,0 days 02:16:14.969000,0 days 00:00:44.902000,0 days 00:00:41.233000,0 days 00:01:11.005000
BOR,37.0,0 days 00:02:20.921000,13.0,0 days 02:18:35.890000,0 days 00:00:45.391000,0 days 00:00:40.838000,0 days 00:00:54.692000
BOR,38.0,0 days 00:02:13.374000,13.0,0 days 02:20:49.264000,0 days 00:00:44.094000,0 days 00:00:34.435000,0 days 00:00:54.845000
BOR,39.0,0 days 00:01:48.623000,13.0,0 days 02:22:37.887000,0 days 00:00:41.886000,0 days 00:00:22.879000,0 days 00:00:43.858000
BOR,40.0,0 days 00:01:32.438000,13.0,0 days 02:24:10.325000,0 days 00:00:33.855000,0 days 00:00:19.731000,0 days 00:00:38.852000
BOR,41.0,0 days 00:01:28.125000,13.0,0 days 02:25:38.450000,0 days 00:00:31.898000,0 days 00:00:19.169000,0 days 00:00:37.058000
BOR,42.0,0 days 00:01:24.770000,13.0,0 days 02:27:03.220000,0 days 00:00:30.071000,0 days 00:00:18.781000,0 days 00:00:35.918000
BOR,43.0,0 days 00:01:24.192000,13.0,0 days 02:28:27.412000,0 days 00:00:29.066000,0 days 00:00:18.822000,0 days 00:00:36.304000
BOR,44.0,0 days 00:01:52.582000,13.0,0 days 02:30:19.994000,0 days 00:00:30.251000,0 days 00:00:18.627000,0 days 00:01:03.704000
BOR,45.0,0 days 00:01:36.255000,13.0,0 days 02:31:56.249000,0 days 00:00:37.176000,0 days 00:00:19.099000,0 days 00:00:39.980000
BOR,46.0,,,0 days 02:33:13.105000,,,
SAI,1.0,,,0 days 01:12:57.726000,,,
HAD,1.0,,,0 days 01:12:57.726000,,,
RUS,1.0,0 days 00:02:04.644000,7.0,0 days 01:13:05.317000,,0 days 00:00:21.030000,0 days 00:00:58.930000
RUS,2.0,,4.0,0 days 01:15:53.439000,0 days 00:00:57.443000,0 days 00:00:36.070000,0 days 00:01:14.613000
RUS,3.0,,4.0,0 days 01:18:35.888000,0 days 00:00:55.842000,0 days 00:00:33.693000,0 days 00:01:12.902000
RUS,4.0,,4.0,0 days 01:21:12.306000,0 days 00:00:53.578000,0 days 00:00:32.777000,0 days 00:01:10.152000
RUS,5.0,0 days 00:02:21.712000,4.0,0 days 01:23:34.018000,0 days 00:00:51.373000,0 days 00:00:31.913000,0 days 00:00:58.426000
RUS,6.0,0 days 00:02:19.485000,4.0,0 days 01:25:53.503000,0 days 00:00:47.746000,0 days 00:00:33.735000,0 days 00:00:58.004000
RUS,7.0,0 days 00:02:14.684000,4.0,0 days 01:28:08.187000,0 days 00:00:45.565000,0 days 00:00:31.759000,0 days 00:00:57.360000
RUS,8.0,0 days 00:01:37.824000,4.0,0 days 01:29:46.011000,0 days 00:00:35.549000,0 days 00:00:20.248000,0 days 00:00:42.027000
RUS,9.0,0 days 00:01:34.873000,4.0,0 days 01:31:20.884000,0 days 00:00:34.074000,0 days 00:00:19.847000,0 days 00:00:40.952000
RUS,10.0,0 days 00:01:33.587000,4.0,0 days 01:32:54.471000,0 days 00:00:33.442000,0 days 00:00:19.662000,0 days 00:00:40.483000
RUS,11.0,0 days 00:01:33.347000,4.0,0 days 01:34:27.818000,0 days 00:00:33.297000,0 days 00:00:19.554000,0 days 00:00:40.496000
RUS,12.0,0 days 00:01:32.803000,4.0,0 days 01:36:00.621000,0 days 00:00:33.269000,0 days 00:00:19.534000,0 days 00:00:40
RUS,13.0,0 days 00:01:32.364000,4.0,0 days 01:37:32.985000,0 days 00:00:33.147000,0 days 00:00:19.431000,0 days 00:00:39.786000
RUS,14.0,0 days 00:01:31.856000,4.0,0 days 01:39:04.841000,0 days 00:00:32.788000,0 days 00:00:19.377000,0 days 00:00:39.691000
RUS,15.0,0 days 00:01:31.885000,4.0,0 days 01:40:36.726000,0 days 00:00:32.609000,0 days 00:00:19.336000,0 days 00:00:39.940000
RUS,16.0,0 days 00:01:31.739000,4.0,0 days 01:42:08.465000,0 days 00:00:32.718000,0 days 00:00:19.364000,0 days 00:00:39.657000
RUS,17.0,0 days 00:01:31.597000,4.0,0 days 01:43:40.062000,0 days 00:00:32.426000,0 days 00:00:19.226000,0 days 00:00:39.945000
RUS,18.0,0 days 00:01:31.740000,4.0,0 days 01:45:11.802000,0 days 00:00:32.524000,0 days 00:00:19.143000,0 days 00:00:40.073000
RUS,19.0,0 days 00:01:32.189000,4.0,0 days 01:46:43.991000,0 days 00:00:32.910000,0 days 00:00:19.139000,0 days 00:00:40.140000
RUS,20.0,0 days 00:01:31.315000,4.0,0 days 01:48:15.306000,0 days 00:00:32.420000,0 days 00:00:19.147000,0 days 00:00:39.748000
RUS,21.0,0 days 00:01:31.127000,4.0,0 days 01:49:46.433000,0 days 00:00:32.447000,0 days 00:00:19.026000,0 days 00:00:39.654000
RUS,22.0,0 days 00:01:31.029000,4.0,0 days 01:51:17.462000,0 days 00:00:32.528000,0 days 00:00:19.123000,0 days 00:00:39.378000
RUS,23.0,0 days 00:01:30.975000,4.0,0 days 01:52:48.437000,0 days 00:00:32.370000,0 days 00:00:19.106000,0 days 00:00:39.499000
RUS,24.0,0 days 00:01:30.673000,4.0,0 days 01:54:19.110000,0 days 00:00:32.023000,0 days 00:00:19.104000,0 days 00:00:39.546000
RUS,25.0,0 days 00:01:30.488000,4.0,0 days 01:55:49.598000,0 days 00:00:32.021000,0 days 00:00:19.014000,0 days 00:00:39.453000
RUS,26.0,0 days 00:01:30.111000,4.0,0 days 01:57:19.709000,0 days 00:00:31.996000,0 days 00:00:18.996000,0 days 00:00:39.119000
RUS,27.0,0 days 00:01:29.863000,4.0,0 days 01:58:49.572000,0 days 00:00:31.797000,0 days 00:00:18.898000,0 days 00:00:39.168000
RUS,28.0,0 days 00:01:29.696000,4.0,0 days 02:00:19.268000,0 days 00:00:31.673000,0 days 00:00:18.841000,0 days 00:00:39.182000
RUS,29.0,0 days 00:01:29.488000,4.0,0 days 02:01:48.756000,0 days 00:00:31.568000,0 days 00:00:18.860000,0 days 00:00:39.060000
RUS,30.0,0 days 00:01:29.789000,4.0,0 days 02:03:18.545000,0 days 00:00:31.712000,0 days 00:00:18.860000,0 days 00:00:39.217000
RUS,31.0,0 days 00:01:29.041000,4.0,0 days 02:04:47.586000,0 days 00:00:31.561000,0 days 00:00:18.875000,0 days 00:00:38.605000
RUS,32.0,0 days 00:01:29.361000,4.0,0 days 02:06:16.947000,0 days 00:00:31.492000,0 days 00:00:18.922000,0 days 00:00:38.947000
RUS,33.0,0 days 00:01:30.553000,4.0,0 days 02:07:47.500000,0 days 00:00:32.067000,0 days 00:00:19.118000,0 days 00:00:39.368000
RUS,34.0,0 days 00:02:15.518000,4.0,0 days 02:10:03.018000,0 days 00:00:42.826000,0 days 00:00:28.443000,0 days 00:01:04.249000
RUS,35.0,0 days 00:02:05.981000,4.0,0 days 02:12:08.999000,0 days 00:00:49.054000,0 days 00:00:30.229000,0 days 00:00:46.698000
RUS,36.0,0 days 00:01:44.906000,4.0,0 days 02:13:53.905000,0 days 00:00:34.859000,0 days 00:00:28.574000,0 days 00:00:41.473000
RUS,37.0,,4.0,0 days 02:16:26.211000,0 days 00:00:36.791000,0 days 00:00:40.841000,0 days 00:01:14.707000
RUS,38.0,0 days 00:02:18.272000,4.0,0 days 02:18:44.483000,0 days 00:00:40.496000,0 days 00:00:41.465000,0 days 00:00:56.311000
RUS,39.0,0 days 00:02:12.784000,4.0,0 days 02:20:57.267000,0 days 00:00:42.704000,0 days 00:00:35.771000,0 days 00:00:54.309000
RUS,40.0,0 days 00:02:11.368000,4.0,0 days 02:23:08.635000,0 days 00:00:43.127000,0 days 00:00:34.370000,0 days 00:00:53.871000
RUS,41.0,0 days 00:02:11.214000,4.0,0 days 02:25:19.849000,0 days 00:00:44.501000,0 days 00:00:29.287000,0 days 00:00:57.426000
RUS,42.0,0 days 00:01:26.239000,4.0,0 days 02:26:46.088000,0 days 00:00:30.615000,0 days 00:00:18.828000,0 days 00:00:36.796000
RUS,43.0,0 days 00:01:25.065000,4.0,0 days 02:28:11.153000,0 days 00:00:29.511000,0 days 00:00:18.617000,0 days 00:00:36.937000
RUS,44.0,0 days 00:01:46.238000,8.0,0 days 02:29:57.391000,0 days 00:00:29.685000,0 days 00:00:18.585000,0 days 00:00:57.968000
RUS,45.0,0 days 00:01:36.330000,8.0,0 days 02:31:33.721000,0 days 00:00:37.662000,0 days 00:00:18.989000,0 days 00:00:39.679000
RUS,46.0,0 days 00:01:31.870000,6.0,0 days 02:33:05.591000,0 days 00:00:31.808000,0 days 00:00:18.881000,0 days 00:00:41.181000
RUS,47.0,0 days 00:02:02.439000,3.0,0 days 02:35:08.030000,0 days 00:00:35.488000,0 days 00:00:31.352000,0 days 00:00:55.599000
RUS,48.0,0 days 00:02:03.129000,3.0,0 days 02:37:11.159000,0 days 00:00:40.318000,0 days 00:00:24.087000,0 days 00:00:58.724000
RUS,49.0,0 days 00:02:24.163000,3.0,0 days 02:39:35.322000,0 days 00:00:52.027000,0 days 00:00:31.920000,0 days 00:01:00.216000
RUS,50.0,0 days 00:02:22.305000,3.0,0 days 02:41:57.627000,0 days 00:00:53.048000,0 days 00:00:31.690000,0 days 00:00:57.567000
RUS,51.0,0 days 00:02:13.149000,3.0,0 days 02:44:10.776000,0 days 00:00:47.256000,0 days 00:00:29.530000,0 days 00:00:56.363000
RUS,52.0,0 days 00:01:34.334000,3.0,0 days 02:45:45.110000,0 days 00:00:33.990000,0 days 00:00:19.388000,0 days 00:00:40.956000
RUS,53.0,0 days 00:01:31.177000,3.0,0 days 02:47:16.287000,0 days 00:00:32.409000,0 days 00:00:19.021000,0 days 00:00:39.747000
RUS,54.0,0 days 00:01:30.410000,3.0,0 days 02:48:46.697000,0 days 00:00:32.048000,0 days 00:00:18.908000,0 days 00:00:39.454000
RUS,55.0,0 days 00:01:30.076000,3.0,0 days 02:50:16.773000,0 days 00:00:31.595000,0 days 00:00:18.924000,0 days 00:00:39.557000
RUS,56.0,0 days 00:01:29.454000,3.0,0 days 02:51:46.227000,0 days 00:00:31.449000,0 days 00:00:18.852000,0 days 00:00:39.153000
RUS,57.0,0 days 00:01:29.117000,3.0,0 days 02:53:15.344000,0 days 00:00:31.356000,0 days 00:00:18.721000,0 days 00:00:39.040000
DOO,1.0,,,0 days 01:12:57.726000,,,
PIA,1.0,0 days 00:02:00.807000,6.0,0 days 01:13:01.467000,,0 days 00:00:20.844000,0 days 00:00:56.056000
PIA,2.0,,3.0,0 days 01:15:50.986000,0 days 00:00:58.462000,0 days 00:00:37.621000,0 days 00:01:13.460000
PIA,3.0,,3.0,0 days 01:18:33.336000,0 days 00:00:56.776000,0 days 00:00:33.402000,0 days 00:01:12.129000
PIA,4.0,,3.0,0 days 01:21:08.974000,0 days 00:00:54.050000,0 days 00:00:33.430000,0 days 00:01:08.245000
PIA,5.0,0 days 00:02:23.155000,3.0,0 days 01:23:32.129000,0 days 00:00:53.433000,0 days 00:00:32.176000,0 days 00:00:57.546000
PIA,6.0,0 days 00:02:19.873000,3.0,0 days 01:25:52.002000,0 days 00:00:48.116000,0 days 00:00:33.226000,0 days 00:00:58.531000
PIA,7.0,0 days 00:02:15.569000,3.0,0 days 01:28:07.571000,0 days 00:00:45.770000,0 days 00:00:30.859000,0 days 00:00:58.940000
PIA,8.0,0 days 00:01:37.251000,3.0,0 days 01:29:44.822000,0 days 00:00:35.144000,0 days 00:00:20.025000,0 days 00:00:42.082000
PIA,9.0,0 days 00:01:34.578000,3.0,0 days 01:31:19.400000,0 days 00:00:34.085000,0 days 00:00:19.805000,0 days 00:00:40.688000
PIA,10.0,0 days 00:01:32.672000,3.0,0 days 01:32:52.072000,0 days 00:00:33.169000,0 days 00:00:19.497000,0 days 00:00:40.006000
PIA,11.0,0 days 00:01:31.959000,3.0,0 days 01:34:24.031000,0 days 00:00:32.814000,0 days 00:00:19.223000,0 days 00:00:39.922000
PIA,12.0,0 days 00:01:31.290000,3.0,0 days 01:35:55.321000,0 days 00:00:32.660000,0 days 00:00:18.929000,0 days 00:00:39.701000
PIA,13.0,0 days 00:01:31.377000,3.0,0 days 01:37:26.698000,0 days 00:00:32.680000,0 days 00:00:18.981000,0 days 00:00:39.716000
PIA,14.0,0 days 00:01:30.555000,3.0,0 days 01:38:57.253000,0 days 00:00:32.338000,0 days 00:00:18.899000,0 days 00:00:39.318000
PIA,15.0,0 days 00:01:30.343000,3.0,0 days 01:40:27.596000,0 days 00:00:32.263000,0 days 00:00:18.681000,0 days 00:00:39.399000
PIA,16.0,0 days 00:01:30.722000,3.0,0 days 01:41:58.318000,0 days 00:00:32.097000,0 days 00:00:18.694000,0 days 00:00:39.931000
PIA,17.0,0 days 00:01:30.696000,2.0,0 days 01:43:29.014000,0 days 00:00:32.231000,0 days 00:00:18.692000,0 days 00:00:39.773000
PIA,18.0,0 days 00:01:30.143000,2.0,0 days 01:44:59.157000,0 days 00:00:31.770000,0 days 00:00:18.987000,0 days 00:00:39.386000
PIA,19.0,0 days 00:01:30.816000,2.0,0 days 01:46:29.973000,0 days 00:00:32.011000,0 days 00:00:18.926000,0 days 00:00:39.879000
PIA,20.0,0 days 00:01:30.159000,2.0,0 days 01:48:00.132000,0 days 00:00:31.769000,0 days 00:00:18.968000,0 days 00:00:39.422000
PIA,21.0,0 days 00:01:29.727000,2.0,0 days 01:49:29.859000,0 days 00:00:31.622000,0 days 00:00:18.849000,0 days 00:00:39.256000
PIA,22.0,0 days 00:01:30.214000,2.0,0 days 01:51:00.073000,0 days 00:00:32.012000,0 days 00:00:18.884000,0 days 00:00:39.318000
PIA,23.0,0 days 00:01:29.739000,2.0,0 days 01:52:29.812000,0 days 00:00:31.686000,0 days 00:00:18.880000,0 days 00:00:39.173000
PIA,24.0,0 days 00:01:29.626000,2.0,0 days 01:53:59.438000,0 days 00:00:31.595000,0 days 00:00:18.958000,0 days 00:00:39.073000
PIA,25.0,0 days 00:01:29.295000,2.0,0 days 01:55:28.733000,0 days 00:00:31.593000,0 days 00:00:18.778000,0 days 00:00:38.924000
PIA,26.0,0 days 00:01:29.133000,2.0,0 days 01:56:57.866000,0 days 00:00:31.668000,0 days 00:00:18.835000,0 days 00:00:38.630000
PIA,27.0,0 days 00:01:29.037000,2.0,0 days 01:58:26.903000,0 days 00:00:31.514000,0 days 00:00:18.857000,0 days 00:00:38.666000
PIA,28.0,0 days 00:01:28.629000,2.0,0 days 01:59:55.532000,0 days 00:00:31.511000,0 days 00:00:18.640000,0 days 00:00:38.478000
PIA,29.0,0 days 00:01:28.188000,2.0,0 days 02:01:23.720000,0 days 00:00:31.358000,0 days 00:00:18.343000,0 days 00:00:38.487000
PIA,30.0,0 days 00:01:28.331000,2.0,0 days 02:02:52.051000,0 days 00:00:31.431000,0 days 00:00:18.388000,0 days 00:00:38.512000
PIA,31.0,0 days 00:01:27.916000,2.0,0 days 02:04:19.967000,0 days 00:00:31.235000,0 days 00:00:18.319000,0 days 00:00:38.362000
PIA,32.0,0 days 00:01:29.379000,2.0,0 days 02:05:49.346000,0 days 00:00:31.377000,0 days 00:00:19.491000,0 days 00:00:38.511000
PIA,33.0,0 days 00:01:28.226000,2.0,0 days 02:07:17.572000,0 days 00:00:31.020000,0 days 00:00:18.951000,0 days 00:00:38.255000
PIA,34.0,0 days 00:02:07.025000,2.0,0 days 02:09:24.597000,0 days 00:00:31.271000,0 days 00:00:30.119000,0 days 00:01:05.635000
PIA,35.0,0 days 00:02:03.781000,2.0,0 days 02:11:28.378000,0 days 00:00:46.738000,0 days 00:00:30.477000,0 days 00:00:46.566000
PIA,36.0,0 days 00:02:11.212000,2.0,0 days 02:13:39.590000,0 days 00:00:41.431000,0 days 00:00:35.359000,0 days 00:00:54.422000
PIA,37.0,,2.0,0 days 02:16:19.292000,0 days 00:00:45.192000,0 days 00:00:41.406000,0 days 00:01:13.105000
PIA,38.0,0 days 00:02:18.892000,2.0,0 days 02:18:38.184000,0 days 00:00:42.993000,0 days 00:00:41.293000,0 days 00:00:54.606000
PIA,39.0,0 days 00:02:13.780000,2.0,0 days 02:20:51.964000,0 days 00:00:43.940000,0 days 00:00:34.284000,0 days 00:00:55.556000
PIA,40.0,0 days 00:02:13.016000,2.0,0 days 02:23:04.980000,0 days 00:00:45.907000,0 days 00:00:33.189000,0 days 00:00:53.920000
PIA,41.0,0 days 00:02:13.553000,2.0,0 days 02:25:18.533000,0 days 00:00:44.925000,0 days 00:00:29.037000,0 days 00:00:59.591000
PIA,42.0,0 days 00:01:24.583000,2.0,0 days 02:26:43.116000,0 days 00:00:30.119000,0 days 00:00:18.793000,0 days 00:00:35.671000
PIA,43.0,0 days 00:01:23.242000,2.0,0 days 02:28:06.358000,0 days 00:00:28.966000,0 days 00:00:18.613000,0 days 00:00:35.663000
PIA,44.0,,15.0,0 days 02:31:17.415000,0 days 00:00:28.917000,0 days 00:00:18.393000,
PIA,45.0,0 days 00:01:38.184000,15.0,0 days 02:32:55.599000,0 days 00:00:36.775000,0 days 00:00:19.084000,0 days 00:00:42.325000
PIA,46.0,0 days 00:01:51.022000,14.0,0 days 02:34:46.621000,0 days 00:00:34.707000,0 days 00:00:25.856000,0 days 00:00:50.459000
PIA,47.0,0 days 00:02:00.170000,13.0,0 days 02:36:46.791000,0 days 00:00:41.299000,0 days 00:00:28.610000,0 days 00:00:50.261000
PIA,48.0,0 days 00:01:42.413000,13.0,0 days 02:38:29.204000,0 days 00:00:37.344000,0 days 00:00:20.296000,0 days 00:00:44.773000
PIA,49.0,0 days 00:01:40.440000,13.0,0 days 02:40:09.644000,0 days 00:00:37.630000,0 days 00:00:20.249000,0 days 00:00:42.561000
PIA,50.0,0 days 00:02:03.732000,13.0,0 days 02:42:13.376000,0 days 00:00:34.861000,0 days 00:00:26.734000,0 days 00:01:02.137000
PIA,51.0,0 days 00:02:04.275000,12.0,0 days 02:44:17.651000,0 days 00:00:44.202000,0 days 00:00:26.208000,0 days 00:00:53.865000
PIA,52.0,0 days 00:01:37.224000,12.0,0 days 02:45:54.875000,0 days 00:00:36.897000,0 days 00:00:19.713000,0 days 00:00:40.614000
PIA,53.0,0 days 00:01:31.809000,11.0,0 days 02:47:26.684000,0 days 00:00:32.931000,0 days 00:00:19.045000,0 days 00:00:39.833000
PIA,54.0,0 days 00:01:32.507000,11.0,0 days 02:48:59.191000,0 days 00:00:32.689000,0 days 00:00:19.188000,0 days 00:00:40.630000
PIA,55.0,0 days 00:01:30.051000,10.0,0 days 02:50:29.242000,0 days 00:00:31.795000,0 days 00:00:18.949000,0 days 00:00:39.307000
PIA,56.0,0 days 00:01:28.559000,10.0,0 days 02:51:57.801000,0 days 00:00:30.605000,0 days 00:00:18.722000,0 days 00:00:39.232000
PIA,57.0,0 days 00:01:29.517000,9.0,0 days 02:53:27.318000,0 days 00:00:31.475000,0 days 00:00:18.119000,0 days 00:00:39.923000
BEA,1.0,0 days 00:02:29.413000,20.0,0 days 01:13:29.913000,,0 days 00:00:32.850000,0 days 00:01:01.402000
BEA,2.0,,17.0,0 days 01:16:19.855000,0 days 00:00:56.636000,0 days 00:00:30.377000,0 days 00:01:22.785000
BEA,3.0,,17.0,0 days 01:19:05.266000,0 days 00:00:51.619000,0 days 00:00:31.436000,0 days 00:01:22.324000
BEA,4.0,,17.0,0 days 01:21:50.926000,0 days 00:00:50.200000,0 days 00:00:29.524000,0 days 00:01:26.020000
BEA,5.0,0 days 00:02:05.412000,17.0,0 days 01:23:56.338000,0 days 00:00:45.526000,0 days 00:00:23.469000,0 days 00:00:56.417000
BEA,6.0,0 days 00:02:22.075000,17.0,0 days 01:26:18.413000,0 days 00:00:41.852000,0 days 00:00:35.990000,0 days 00:01:04.233000
BEA,7.0,0 days 00:02:02.192000,17.0,0 days 01:28:20.605000,0 days 00:00:40.310000,0 days 00:00:30.271000,0 days 00:00:51.611000
BEA,8.0,0 days 00:01:42.054000,17.0,0 days 01:30:02.659000,0 days 00:00:36.361000,0 days 00:00:21.757000,0 days 00:00:43.936000
BEA,9.0,0 days 00:01:38.564000,17.0,0 days 01:31:41.223000,0 days 00:00:35.336000,0 days 00:00:20.785000,0 days 00:00:42.443000
BEA,10.0,0 days 00:01:36.411000,17.0,0 days 01:33:17.634000,0 days 00:00:34.465000,0 days 00:00:20.346000,0 days 00:00:41.600000
BEA,11.0,0 days 00:01:35.416000,17.0,0 days 01:34:53.050000,0 days 00:00:34.048000,0 days 00:00:20.123000,0 days 00:00:41.245000
BEA,12.0,0 days 00:01:35.002000,17.0,0 days 01:36:28.052000,0 days 00:00:33.750000,0 days 00:00:20.201000,0 days 00:00:41.051000
BEA,13.0,0 days 00:01:34.250000,17.0,0 days 01:38:02.302000,0 days 00:00:33.681000,0 days 00:00:20.049000,0 days 00:00:40.520000
BEA,14.0,0 days 00:01:33.732000,17.0,0 days 01:39:36.034000,0 days 00:00:33.539000,0 days 00:00:19.874000,0 days 00:00:40.319000
BEA,15.0,0 days 00:01:33.885000,17.0,0 days 01:41:09.919000,0 days 00:00:33.606000,0 days 00:00:19.939000,0 days 00:00:40.340000
BEA,16.0,0 days 00:01:33.395000,17.0,0 days 01:42:43.314000,0 days 00:00:33.143000,0 days 00:00:19.852000,0 days 00:00:40.400000
BEA,17.0,0 days 00:01:34.527000,17.0,0 days 01:44:17.841000,0 days 00:00:33.939000,0 days 00:00:19.628000,0 days 00:00:40.960000
BEA,18.0,0 days 00:01:34.527000,17.0,0 days 01:45:52.368000,0 days 00:00:33.613000,0 days 00:00:19.513000,0 days 00:00:41.401000
BEA,19.0,0 days 00:01:34.065000,17.0,0 days 01:47:26.433000,0 days 00:00:33.454000,0 days 00:00:19.435000,0 days 00:00:41.176000
BEA,20.0,0 days 00:01:34.094000,17.0,0 days 01:49:00.527000,0 days 00:00:33.365000,0 days 00:00:19.419000,0 days 00:00:41.310000
BEA,21.0,0 days 00:01:33.818000,17.0,0 days 01:50:34.345000,0 days 00:00:33.390000,0 days 00:00:19.467000,0 days 00:00:40.961000
BEA,22.0,0 days 00:01:33.590000,17.0,0 days 01:52:07.935000,0 days 00:00:33.526000,0 days 00:00:19.348000,0 days 00:00:40.716000
BEA,23.0,0 days 00:01:33.342000,17.0,0 days 01:53:41.277000,0 days 00:00:33.184000,0 days 00:00:19.371000,0 days 00:00:40.787000
BEA,24.0,0 days 00:01:33.042000,17.0,0 days 01:55:14.319000,0 days 00:00:33.076000,0 days 00:00:19.422000,0 days 00:00:40.544000
BEA,25.0,0 days 00:01:32.613000,17.0,0 days 01:56:46.932000,0 days 00:00:32.813000,0 days 00:00:19.274000,0 days 00:00:40.526000
BEA,26.0,0 days 00:01:32.577000,17.0,0 days 01:58:19.509000,0 days 00:00:32.854000,0 days 00:00:19.376000,0 days 00:00:40.347000
BEA,27.0,0 days 00:01:32.507000,17.0,0 days 01:59:52.016000,0 days 00:00:32.949000,0 days 00:00:19.382000,0 days 00:00:40.176000
BEA,28.0,0 days 00:01:34.505000,17.0,0 days 02:01:26.521000,0 days 00:00:32.809000,0 days 00:00:20.948000,0 days 00:00:40.748000
BEA,29.0,0 days 00:01:31.267000,17.0,0 days 02:02:57.788000,0 days 00:00:32.417000,0 days 00:00:19.130000,0 days 00:00:39.720000
BEA,30.0,0 days 00:01:31.377000,17.0,0 days 02:04:29.165000,0 days 00:00:32.569000,0 days 00:00:19.124000,0 days 00:00:39.684000
BEA,31.0,0 days 00:01:31.257000,17.0,0 days 02:06:00.422000,0 days 00:00:32.206000,0 days 00:00:19.268000,0 days 00:00:39.783000
BEA,32.0,0 days 00:01:31.300000,17.0,0 days 02:07:31.722000,0 days 00:00:31.996000,0 days 00:00:19.536000,0 days 00:00:39.768000
BEA,33.0,0 days 00:01:57.148000,16.0,0 days 02:09:28.870000,0 days 00:00:39.982000,0 days 00:00:29.769000,0 days 00:00:47.397000
BEA,34.0,0 days 00:02:00.646000,15.0,0 days 02:11:29.516000,0 days 00:00:43.016000,0 days 00:00:30.748000,0 days 00:00:46.882000
BEA,35.0,0 days 00:02:11.067000,15.0,0 days 02:13:40.583000,0 days 00:00:41.364000,0 days 00:00:35.359000,0 days 00:00:54.344000
BEA,36.0,,15.0,0 days 02:16:21.206000,0 days 00:00:45.390000,0 days 00:00:41.367000,0 days 00:01:13.863000
BEA,37.0,0 days 00:02:18.672000,15.0,0 days 02:18:39.878000,0 days 00:00:42.101000,0 days 00:00:41.701000,0 days 00:00:54.870000
BEA,38.0,0 days 00:02:12.858000,15.0,0 days 02:20:52.736000,0 days 00:00:43.636000,0 days 00:00:33.780000,0 days 00:00:55.442000
BEA,39.0,0 days 00:02:10.476000,16.0,0 days 02:23:03.212000,0 days 00:00:43.905000,0 days 00:00:23.897000,0 days 00:01:02.674000
BEA,40.0,0 days 00:01:53.822000,16.0,0 days 02:24:57.034000,0 days 00:00:47.593000,0 days 00:00:25.942000,0 days 00:00:40.287000
BEA,41.0,0 days 00:01:29.149000,16.0,0 days 02:26:26.183000,0 days 00:00:31.306000,0 days 00:00:19.948000,0 days 00:00:37.895000
BEA,42.0,0 days 00:01:27.603000,16.0,0 days 02:27:53.786000,0 days 00:00:30.422000,0 days 00:00:19.362000,0 days 00:00:37.819000
BEA,43.0,0 days 00:01:31.057000,16.0,0 days 02:29:24.843000,0 days 00:00:30.290000,0 days 00:00:19.299000,0 days 00:00:41.468000
BEA,44.0,0 days 00:02:02.961000,16.0,0 days 02:31:27.804000,0 days 00:00:30.419000,0 days 00:00:19.282000,0 days 00:01:13.260000
BEA,45.0,0 days 00:01:41.777000,16.0,0 days 02:33:09.581000,0 days 00:00:38.459000,0 days 00:00:19.274000,0 days 00:00:44.044000
BEA,46.0,0 days 00:02:05.498000,15.0,0 days 02:35:15.079000,0 days 00:00:35.080000,0 days 00:00:32.355000,0 days 00:00:58.063000
BEA,47.0,0 days 00:01:58.594000,14.0,0 days 02:37:13.673000,0 days 00:00:39.315000,0 days 00:00:22.038000,0 days 00:00:57.241000
BEA,48.0,0 days 00:02:24.788000,14.0,0 days 02:39:38.461000,0 days 00:00:51.700000,0 days 00:00:31.711000,0 days 00:01:01.377000
BEA,49.0,0 days 00:01:50.488000,14.0,0 days 02:41:28.949000,0 days 00:00:45.915000,0 days 00:00:21.257000,0 days 00:00:43.316000
BEA,50.0,0 days 00:01:36.187000,14.0,0 days 02:43:05.136000,0 days 00:00:33.885000,0 days 00:00:20.099000,0 days 00:00:42.203000
BEA,51.0,0 days 00:01:34.937000,14.0,0 days 02:44:40.073000,0 days 00:00:33.549000,0 days 00:00:19.959000,0 days 00:00:41.429000
